Time;TermienWest;TermienEast;Boxbergheide;Winterslag;OudWinterslag;ZwartbergSouth;ZwartbergNWest;ZwartbergNEast;WaterscheiGarden;Total;Day;Hour
2014-02-20 23:00:00;3305500.396057129;4945397.2796875;12456835.340478515;19181427.35;2050221.4101562523;5192039.552734368;2859290.623242186;4784845.859375;20770032.575;75545590.38673103;51.4;1222.5
2014-02-21 00:00:00;2688400.371057129;4340858.128125;10027988.440478515;17711970.2;1684099.1664062522;4162902.6277343677;2311912.160742186;4256358.5640625;18656307.45;65840797.108606026;51.5;1223.5
2014-02-21 01:00:00;2100454.833557129;3664269.980078125;7836604.890478516;15877145.48125;1322335.3664062521;3150664.1027343674;1767866.510742186;3728946.9859375;16327506.65;55775794.801184155;51.6;1224.5
2014-02-21 02:00:00;1589321.9562133788;3065083.505078125;5416764.765478516;14180413.36875;970183.6539062522;2181211.9277343675;1306416.405273436;3396065.1171875;14704301.9625;46809762.66212165;51.7;1225.5
2014-02-21 03:00:00;1278349.4280883789;2863140.598828125;4100207.4529785155;13316642.74375;598139.1750000023;1672408.6996093676;1061462.817773436;3199069.6671875;13798933.9625;41888354.54571541;51.8;1226.5
2014-02-21 04:00:00;1217410.921838379;2930949.836328125;3796539.0529785156;12920729.79375;391128.65937500226;1415116.4371093675;1000821.542773436;3161353.5171875;13360655.4375;40194705.1988404;51.9;1227.5
2014-02-21 05:00:00;1366682.4280883789;3003042.811328125;4246772.827978516;12634772.91875;388576.8093750022;1597021.4777343676;1150104.411523436;3161575.6796875;13565485.7875;41114035.1519654;52.0;1228.5
2014-02-21 06:00:00;1556531.9718383788;3043683.792578125;5428955.085009766;12397886.54375;498754.3398437522;2105738.871874994;1458815.6132812486;3154705.3109375;13557192.3875;43202263.91661384;52.0;1229.5
2014-02-21 07:00:00;1869440.7884155274;3214540.951953125;6787237.5625;12253734.86875;655413.8992187523;2564679.909374994;1757528.1945312484;3138588.4671875;13547056.5625;45788221.20443122;52.0;1230.5
2014-02-21 08:00:00;2199219.26328125;3545288.231640625;8023024.9875;12387101.29375;822879.1960937523;2987517.534374994;2045999.3132812486;3224870.3359375;13724011.8375;48959911.99335945;52.0;1231.5
2014-02-21 09:00:00;2535037.17578125;3810159.275390625;9843937.3625;12471378.49375;995856.4023437522;3424904.084374994;2337314.9070312483;3406489.9640625;14200809.0625;53025886.72773445;52.0;1232.5
2014-02-21 10:00:00;2850514.78828125;4172301.558203125;11025278.7875;12977094.44375;1172738.1023437523;3880118.359374994;2759948.5570312487;3762679.790625;15134220.3625;57734894.74960945;52.0;1233.5
2014-02-21 11:00:00;3153508.41328125;4587190.55625;12129900.4875;13895006.2625;1443999.3617187522;4470809.721874994;3117610.3757812483;4016237.625;16090024.2125;62904287.01640632;52.0;1234.5
2014-02-21 12:00:00;3410823.221875;4788291.55625;13157912.9375;14496053.35;1648740.3929687522;4965934.196874994;3360138.7499999986;4085380.76875;16616001.675;66529276.84921882;52.0;1235.5
2014-02-21 13:00:00;3513182.34375;4745313.7375;13421992.225;14520983.5;1808238.3156250021;5101440.787499994;3394954.0749999983;3993405.69375;16465381.525;66964892.203125075;52.0;1236.5
2014-02-21 14:00:00;3476151.1125;4531199.9;13160213.075;14259380.625;1885758.2906250022;5031884.874999994;3348140.8937499984;3924681.0375;16198873.325;65816283.13437507;52.0;1237.5
2014-02-21 15:00:00;3429559.225;4430902.675;12923377.425;14139546.725;1937537.4781250022;5256306.162499994;3272236.6812499985;3890704.51875;15888606.95;65168777.84062507;52.0;1238.5
2014-02-21 16:00:00;3433483.63125;4473813.8;12921197.85;14114025.125;2010504.5812500021;5519862.637499994;3220715.1249999986;3882314.775;15818147.975;65394065.500000075;52.0;1239.5
2014-02-21 17:00:00;3467466.9625;4465317.5;12898619.375;14142611.5;2073897.1656250022;5653202.124999994;3327490.7374999984;3888410.98125;15945631.525;65862647.87187507;52.0;1240.5
2014-02-21 18:00:00;3655047.25625;4456167.99375;12958990.375;13995528.65;2101435.4781250022;5791929.724999994;3342027.4437499987;3904155.0625;16025046.35;66230328.33437507;52.0;1241.5
2014-02-21 19:00:00;3589520.7875;4430952.91875;11940705.725;14018901.0;2041096.1265625022;5717374.174999994;3253995.3843749985;3861551.85625;16038091.65;64892189.62343757;52.0;1242.5
2014-02-21 20:00:00;3325620.4671874763;4225584.934375;10768410.0828125;13870826.075;1864567.5943359397;5293042.074609369;2843053.0743164048;3665333.7875;15807404.4;61663842.490136765;52.1;1243.5
2014-02-21 21:00:00;3022626.8421874763;3796005.623046875;9664053.42800293;13372518.5875;1694755.3849609396;4702350.712109369;2485391.2555664047;3425375.6671875;15452598.575;57615676.07556157;52.2;1244.5
2014-02-21 22:00:00;2705812.348437476;3366561.8315429688;8568479.903002929;12558051.9375;1490718.5160160512;4207226.237109369;2174303.736816405;3124094.878125;14418019.8;52613269.18855028;52.3;1245.5
2014-02-21 23:00:00;2378410.267187476;2933943.0690429686;7408190.1280029295;11469992.2;1283350.0285160511;3676877.824609369;1863734.9680664048;2795023.940625;12907105.6390625;46716628.065112785;52.4;1246.5
2014-02-22 00:00:00;2026204.4234374762;2572894.281152344;7234812.903002975;10417551.6625;1074576.681641051;3121143.312109369;1552396.4368164048;2472172.418359375;11752922.0828125;42224674.20183158;52.5;1247.5
2014-02-22 01:00:00;1596346.1171874763;2243249.2764648437;5970831.778002975;9578920.55;863026.6941410511;2336360.149609369;1238901.3243164048;2229320.858984375;10945501.2828125;37002458.03151908;52.6;1248.5
2014-02-22 02:00:00;1214395.0203124762;1963403.0702148438;4493235.283081099;9079704.85;630199.9878910512;1547558.9246093691;923470.8930664047;2143874.127734375;10554462.0078125;32550304.164722204;52.7;1249.5
2014-02-22 03:00:00;1059128.2265624763;1960293.5014648438;3561712.5994873494;9185359.825;436888.81472210586;1141124.794921869;708802.7243164048;2339393.077734375;10530921.5828125;30923625.14702201;52.8;1250.5
2014-02-22 04:00:00;927221.8015624762;2006685.0764648437;3397165.0994873494;9384811.05;385256.93034710584;1189789.507421869;747936.2930664048;2434325.377734375;10694255.9328125;31167447.06889701;52.9;1251.5
2014-02-22 05:00:00;1071551.4765624763;2136095.9264648436;4018025.7494873493;10069504.05;495740.9131596059;1440416.9949218691;906101.7961914048;2494916.971484375;10890383.5828125;33522737.461084507;53.0;1252.5
2014-02-22 06:00:00;1418284.221875;2418790.054589844;5478063.04167485;10445207.625;731263.8078861684;2042896.2203124943;1241723.0374999985;2621128.327734375;11347141.0828125;37744497.419385314;53.0;1253.5
2014-02-22 07:00:00;1802129.634375;2854251.1909179688;6897448.72148442;11034851.9125;856500.3953861684;2653681.9078124943;1577327.1687499986;2887573.473046875;11802129.2828125;42365893.68708551;53.0;1254.5
2014-02-22 08:00:00;2180500.178125;3372172.869921875;8293899.246484419;11877113.3875;1079326.783081057;3256016.3453124943;1908334.4812499986;3207897.905859375;13319512.2828125;48494773.48034681;53.0;1255.5
2014-02-22 09:00:00;2544148.965625;3835070.132421875;10093824.07148442;12882001.4;1292420.5987060568;3979360.370312494;2243095.2812499986;3542183.555859375;14815846.26875;55227950.6444093;53.0;1256.5
2014-02-22 10:00:00;2957938.309375;4198006.6953125;10217119.146484375;13856718.3625;1465900.808081057;4646462.545312494;2586672.4062499986;3847593.915625;15936915.875;59713328.0639405;53.0;1257.5
2014-02-22 11:00:00;3208003.896875;4513709.0375;11125841.796484375;14560450.4;1602941.525268557;5059494.845312494;2850026.0812499984;4058090.96875;16598257.6;63576816.1514405;53.0;1258.5
2014-02-22 12:00:00;3541692.734375;4704583.5375;11826309.56640625;14916974.4;1674779.9268310568;5370826.289062494;3060968.2093749987;4109227.28125;16859633.3;66064995.244799875;53.0;1259.5
2014-02-22 13:00:00;3532072.40625;4684090.15;12095707.475;14681226.825;1897277.8781250021;5473155.362499994;3076237.8999999985;3882310.41875;16817164.575;66139242.99062507;53.0;1260.5
2014-02-22 14:00:00;3371439.75625;4614850.575;12453567.5625;14619236.825;1873209.7843750021;5234961.556249994;2960460.2999999984;3803206.025;16529899.55;65460831.93437507;53.0;1261.5
2014-02-22 15:00:00;3206144.91875;4494500.95;12277280.4625;13923690.85;1807558.2437500022;5239600.993749994;2849450.8124999986;3817434.80625;16281687.375;63897349.41250007;53.0;1262.5
2014-02-22 16:00:00;3080983.7625;4381219.2875;11981515.6625;13992639.025;1742692.2250000022;5072751.881249994;2827614.8499999987;3822596.16875;16023124.975;62925137.83750007;53.0;1263.5
2014-02-22 17:00:00;2991631.55;4375427.7375;11781835.4375;14146328.475;1685112.8031250022;4950906.656249994;2778875.8374999985;3797190.2375;15915077.5;62422386.234375075;53.0;1264.5
2014-02-22 18:00:00;2886095.85625;4283869.9375;11576058.9375;14092373.975;1611248.7906250022;4785659.493749994;2720229.8812499987;3780934.2125;15448528.025;61184999.109375075;53.0;1265.5
2014-02-22 19:00:00;2623035.1703125;4226810.9375;10616921.55;14009582.55;1433399.1179668806;4199048.557812494;2529900.3171874983;3756774.0375;15338884.5;58734356.73827945;53.0;1266.5
2014-02-22 20:00:00;2209245.8265625;4238687.39375;10046162.199999996;13538212.1875;1259918.9085918807;3531946.382812494;2186323.1921874983;3631715.83125;15005350.275;55647562.19765445;53.1;1267.5
2014-02-22 21:00:00;1959180.2390625;3940084.605078125;9137439.549999995;12420552.5203125;1122878.1914043806;3118914.082812494;1957813.1796874986;3319067.8171875;14120253.025;51096183.21054508;53.2;1268.5
2014-02-22 22:00:00;1612366.4296875;3527870.436328125;8435959.549999995;11174290.92578125;1057395.861622639;2807582.639062494;1756825.19453127;2973672.929687505;12744629.325390626;46090593.29209148;53.3;1269.5
2014-02-22 23:00:00;1415320.3765625;3113872.667578125;7761604.749999995;10105022.20703125;808156.9397476392;2519407.170312494;1550735.4789062701;2672327.865625005;11213362.931640625;41159810.38740398;53.4;1270.5
2014-02-23 00:00:00;1190391.3140625;2697247.005078125;6272133.737499995;9107028.90703125;688853.3084976391;2147371.039062494;1324371.6851562702;2428250.5125000053;10330538.106640626;36186185.615528986;53.5;1271.5
2014-02-23 01:00:00;941065.0328125;2301010.7375;5024932.462499996;8480148.51953125;531383.0116226391;1529273.1140624941;1073932.1351562701;2211676.1218750053;9849269.781640625;31942690.91670086;53.6;1272.5
2014-02-23 02:00:00;707668.0734375;2125612.01875;3851614.1874999953;7910816.86953125;360372.9678726392;1062760.826562494;748455.5164062701;2136158.8781250054;9807769.581640625;28711228.91982586;53.7;1273.5
2014-02-23 03:00:00;612525.771875;2140706.4625;3122721.4624999957;7944411.74453125;232608.0311538892;752798.881249994;679461.6835937701;2234207.3156250054;10320105.281640625;28039546.63466961;53.8;1274.5
2014-02-23 04:00:00;875611.078125;2334746.675;3766577.2124999957;8546820.14453125;266199.1061538892;1018022.1562499941;887491.7023437701;2365935.796875005;11418766.156640625;31480170.028419606;53.9;1275.5
2014-02-23 05:00:00;1369796.0765625;2595058.55;5089089.3249999955;9421212.76953125;589276.0944370108;2015212.642187494;1278985.87890627;2585958.359375005;12691785.356640626;37636375.05264023;54.0;1276.5
2014-02-23 06:00:00;1967950.7140625;2827884.13125;6592114.65;10739893.23203125;940201.6631870108;3131614.742187494;1808318.9664062702;2946759.171875005;14153987.506640624;45108724.77764024;54.0;1277.5
2014-02-23 07:00:00;2510280.0640625;3367359.919921875;8702717.55;12844187.64921875;1349250.4756870107;4104634.767187494;2295542.59140627;3621141.935937505;16214914.406640625;55010029.36006211;54.0;1278.5
2014-02-23 08:00:00;3058807.8890625;4020791.019921875;10963525.1;14960595.04375;1693151.2851562523;5117397.692187494;2792372.2984374985;4199933.6921875;18679950.03125;65486524.0519532;54.0;1279.5
2014-02-23 09:00:00;3579959.7515625;4672967.757421875;12981373.5;16847744.6875;2027451.6039062522;6104710.142187494;3289230.3859374984;4713047.55;20992651.775;75209137.1535157;54.0;1280.5
2014-02-23 10:00:00;4108192.3015625;5353590.657421875;15009778.8;18509200.8125;2345597.1914062523;7016257.667187494;3780955.4734374983;5102867.546875;22906839.725;84133280.17539069;54.0;1281.5
2014-02-23 11:00:00;4658961.7765625;5967565.725;17044552.95;19866324.325;2667895.1664062524;7912355.042187494;4310045.7046874985;5455831.98125;24400892.325;92284424.99609382;54.0;1282.5
2014-02-23 12:00:00;5171004.2671875;6379825.71875;19340586.75;20971058.15;3004035.6601562523;8818355.792187493;4869239.104687499;5688133.69375;25568395.95;99810635.08671883;54.0;1283.5
2014-02-23 13:00:00;5579669.58125;6601410.275;21191854.775;21589587.975;3297734.768750002;9550210.624999994;5203489.218749998;5819720.65625;26256041.35;105089719.22500007;54.0;1284.5
2014-02-23 14:00:00;5687250.6875;6788778.375;21718472.95;22043566.825;3467732.0687500024;9759547.249999994;5305463.468749998;5980626.36875;26415855.6;107167293.59375007;54.0;1285.5
2014-02-23 15:00:00;5763838.725;6913216.3125;22065568.95;22479737.425;3478419.581250002;9566847.924999993;5368511.106249998;6128283.89375;26673432.3;108437856.21875007;54.0;1286.5
2014-02-23 16:00:00;5839939.475;7071480.1625;22508386.9;23116499.675;3493215.950000002;9396806.299999993;5439028.281249998;6289200.56875;27406480.85;110561038.16250007;54.0;1287.5
2014-02-23 17:00:00;5913738.6375;7272842.9125;22807492.65;23733642.525;3426126.925000002;9314732.662499994;5452504.456249999;6369485.63125;28431490.55;112722056.95000008;54.0;1288.5
2014-02-23 18:00:00;5970287.93125;7414318.8625;22402696.475;24181633.075;3407018.2437500022;9127240.287499994;5330936.031249998;6493051.6625;29226634.5;113553817.06875007;54.0;1289.5
2014-02-23 19:00:00;5719235.884375;7259386.95625;20987302.88737793;23559784.9;3226369.5484375022;8755946.956250021;4909820.5757812485;6316859.70625;28737047.875;109471755.28972177;54.0;1290.5
2014-02-23 20:00:00;5210701.2140625;6736248.6765625;18958897.58737793;21950710.59375;2913458.0125000016;7844399.431250021;4418095.488281248;6001594.028125;26818347.40625;100852452.43815927;54.1;1291.5
2014-02-23 21:00:00;4659931.7390625;6128448.0453125;16924123.43737793;20320869.31875;2591160.0375000015;6948302.056250021;3889005.257031248;5617091.790625;24555989.4375;91634921.11940928;54.2;1292.5
2014-02-23 22:00:00;4152580.0328125;5619389.6171875;14628089.637377929;19202031.14375;2255019.5437500016;6042301.306250021;3329811.8570312476;5267258.1;22856578.55;83353059.78815928;54.3;1293.5
2014-02-23 23:00:00;3548066.203556061;5135052.3109375;13141127.637377929;18199602.09375;1919979.1562500014;5131467.956250021;2794920.0523437476;4968076.1875;21510560.875;76348852.47296533;54.4;1294.5
2014-02-24 00:00:00;2904743.153556059;4481444.5546875;11063407.387383124;16979815.16875;1575416.426330063;4219820.7812500205;2212554.444921904;4609619.825;20070208.6;68117030.34187874;54.5;1295.5
2014-02-24 01:00:00;2297446.5004310594;3909402.7203125;8568267.403008124;15782121.86875;1206407.7825800716;3278596.531250021;1669674.8933594036;4244467.65625;18661331.775;59617717.13094126;54.6;1296.5
2014-02-24 02:00:00;1879883.7723060593;3541077.7578125;6710606.740508124;14756859.94375;840685.8450800715;2332236.056250021;1379323.1089844038;4055906.78125;17381177.975;52877757.98094126;54.7;1297.5
2014-02-24 03:00:00;1725141.8285560594;3398489.4703125;6304787.990508124;14417934.74375;624980.599572259;1935399.8421875208;1418381.4839844038;4087366.66875;17047118.125;50959600.75262095;54.8;1298.5
2014-02-24 04:00:00;1689776.5098060593;3522196.8953125;6988111.765508125;14623629.09375;595042.068322259;2058651.6671875208;1638008.0964844036;4161762.23125;17114763.975;52391942.30262095;54.9;1299.5
2014-02-24 05:00:00;1852887.8129310594;3769829.3265625;8593877.903130194;15419654.54375;714885.682384759;2322187.1609374946;2091175.5832031537;4459078.975;18123945.05;57347522.03789924;55.0;1300.5
2014-02-24 06:00:00;2181460.7644935595;4236072.58125;10051582.028130194;16518453.075;921206.9589472597;2931573.3859374956;2499299.5957031543;4731026.753125;19720481.06875;63791156.21133675;55.0;1301.5
2014-02-24 07:00:00;2531513.5707435594;4679974.45;11588077.553130195;17461310.85;1103378.8526972597;3401495.6984374956;2814913.3769531543;4926034.446875;21571394.2375;70078093.03633675;55.0;1302.5
2014-02-24 08:00:00;2847170.370743559;4979787.640625;12831559.178130195;17805714.8;1299547.6995722598;3891217.1734374957;3161620.7957031545;5073777.94375;22211698.275;74102093.87696174;55.0;1303.5
2014-02-24 09:00:00;3197199.6749999984;5213314.234375;13136817.603130195;17910396.475;1488584.1683222598;4384487.123437496;3469503.0816406547;5139499.8875;22375081.8;76314884.04840568;55.0;1304.5
2014-02-24 10:00:00;3617622.98125;5498934.165625;13860949.978125;18036123.05;1650125.966992198;4833715.804687495;3759133.3765624985;5257704.76875;22707372.075;79221682.16699228;55.0;1305.5
2014-02-24 11:00:00;3871691.665625;5705480.55;14672208.7625;17944233.425;1949363.0763671894;5204485.998437496;3971980.3968749987;5273198.70625;22695284.625;81287927.20605476;55.0;1306.5
2014-02-24 12:00:00;3886315.45625;5658788.375;14707039.5625;17493914.075;2152284.7732421895;5545693.323437495;3912255.2624999983;5070775.14375;22125780.025;80552845.99667975;55.0;1307.5
2014-02-24 13:00:00;3705628.6375;5391017.4875;13577293.375;16456084.575;2190365.084375002;5629658.099999996;3620852.0374999987;4766354.45625;20585027.8;75922281.55312507;55.0;1308.5
2014-02-24 14:00:00;3606522.01875;5023048.6125;12331544.9;15530029.2;2105880.662500002;5658330.799999995;3398745.7562499987;4533735.94375;19418942.55;71606780.44375007;55.0;1309.5
2014-02-24 15:00:00;3628420.175;4986475.3875;12279447.05;15309023.0;2081184.975000002;5673448.287499996;3298959.8687499985;4435767.53125;18945746.65;70638472.92500007;55.0;1310.5
2014-02-24 16:00:00;3766619.09375;5070218.8;13002133.675;15698415.1;2135746.515625002;5920421.549999995;3418292.4499999983;4567093.40625;19362785.5;72941726.09062508;55.0;1311.5
2014-02-24 17:00:00;3866846.725;5303497.475;13699769.85;16737590.0;2209567.946875002;6191108.487499995;3621949.6687499983;4847060.2625;20102718.35;76580108.76562507;55.0;1312.5
2014-02-24 18:00:00;3847765.54375;5597903.525;14081259.75;17706751.375;2191837.043750002;6247584.812499995;3638728.6187499985;5055160.78125;21101276.65;79468268.10000007;55.0;1313.5
2014-02-24 19:00:00;3627967.33203125;5621294.10625;13276692.04375;18156511.375;2031916.2632812522;5861559.2039062455;3416369.659179686;5069006.09375;21411245.05;78472561.12714851;55.0;1314.5
2014-02-24 20:00:00;3212216.82148428;5388314.51875;12270340.755664062;18074430.425;1861682.2820312523;5412330.522656245;3126739.346679686;4887886.3875;21030605.3;75264546.3597656;55.1;1315.5
2014-02-24 21:00:00;2895346.9966551783;4993232.313671875;11443826.405664062;17867200.825;1562445.1726562523;5041560.3289062455;2912203.277929686;4728408.05;20725230.925;72169454.29548338;55.2;1316.5
2014-02-24 22:00:00;2624030.543554592;4636830.558984375;10720630.768164063;17624493.4;1359523.4757812521;4700353.003906245;2662429.933398436;4611367.78125;20283597.65;69223257.11503904;55.3;1317.5
2014-02-24 23:00:00;2343330.793554592;4419295.955859375;9846487.055664062;17239593.45;1195188.6226562522;4122278.0539062456;2379231.320898436;4350082.5625;19563997.4;65459485.21503904;55.4;1318.5
2014-02-25 00:00:00;1872725.612304592;4005337.135546875;8552900.380664062;16197281.3625;978463.3757812523;3145082.9789062454;1996495.564648436;3997261.453125;18249435.425;58994983.28847654;55.5;1319.5
2014-02-25 01:00:00;1417616.3373045921;3372602.719921875;6396777.280664062;14980980.225;729663.8257812522;2250410.8789062453;1567371.333398436;3620123.65;16815955.325;51151501.575976536;55.6;1320.5
2014-02-25 02:00:00;1055578.4701170921;2969319.473046875;4361201.718164062;14199893.875;463546.9570312522;1394051.3914062455;1256774.577148436;3415626.6625;15710037.7;44826030.82441404;55.7;1321.5
2014-02-25 03:00:00;985724.2888670921;3010165.123046875;3680476.3431640626;14105176.025;258265.4633789085;889100.1851562455;1216076.627148436;3546803.75;15779414.8;43471202.60576169;55.8;1322.5
2014-02-25 04:00:00;1339641.0638670921;3166998.685546875;4877508.568164063;14604244.725;369109.5071289085;1284761.2601562454;1534387.308398436;3789349.0125;16862186.15;47828186.2807617;55.9;1323.5
2014-02-25 05:00:00;1942405.725585842;3541125.204296875;7314539.3994140625;15398129.55;689725.3750976581;2279882.1687499955;2088616.1867187484;4195668.91875;18416145.15;55866237.67861326;56.0;1324.5
2014-02-25 06:00:00;2537637.1423828127;4104794.741796875;9563309.9125;16495508.3;1079301.9500976582;3211925.668749996;2581472.7742187483;4656410.78125;20059187.15;64289548.42099617;56.0;1325.5
2014-02-25 07:00:00;3096664.523461914;4745112.696875;11412834.9625;17432842.725;1468072.6688476582;4247032.743749996;2947534.5429687486;5061659.175;21310255.2;71722009.2384034;56.0;1326.5
2014-02-25 08:00:00;3593834.2390625;5247763.5140625;13006926.9625;18697637.725;1784703.131347658;5035559.6687499955;3375393.7812499986;5352570.60625;22525021.275;78619410.90322272;56.0;1327.5
2014-02-25 09:00:00;4093515.7640625;5692307.2171875;15187738.7875;19310293.6;2052474.0438476582;5972470.4812499955;3773468.9499999983;5589126.9625;23571647.8;85243043.60634772;56.0;1328.5
2014-02-25 10:00:00;4485351.1953125;6161983.9625;16709259.9375;20072241.3875;2322176.3313476583;6682937.931249996;4259418.862499999;5863375.696875;24654573.775;91211319.07978523;56.0;1329.5
2014-02-25 11:00:00;4905659.6453125;6683002.178125;18197833.6375;20893103.4;2593096.881347658;7435956.406249995;4708799.412499999;6143911.85;25739725.375;97301088.78603522;56.0;1330.5
2014-02-25 12:00:00;5292760.1875;6981269.1375;19931774.85;21550101.025;2918833.837597658;8330541.381249996;5005481.112499999;6271819.025;26651792.05;102934372.60634772;56.0;1331.5
2014-02-25 13:00:00;5497327.54375;6937314.625;20547573.025;21472599.925;3228556.493750002;9072111.312499996;5102922.937499998;6111091.5875;26725354.85;104694852.30000007;56.0;1332.5
2014-02-25 14:00:00;5469088.96875;6804172.725;20054007.675;21131710.275;3306810.2750000013;9122357.062499996;5003580.937499998;6002300.3375;26143088.7;103037116.95625007;56.0;1333.5
2014-02-25 15:00:00;5527262.68125;6809766.2375;19648150.025;21234566.175;3313972.9875000017;8972142.662499996;4922782.7749999985;5970008.025;25975661.1;102374312.66875008;56.0;1334.5
2014-02-25 16:00:00;5532539.6;6915737.975;19709647.225;21809631.125;3261010.6875000014;8957674.637499996;4966635.7749999985;6078150.1625;26518385.15;103749412.33750007;56.0;1335.5
2014-02-25 17:00:00;5652578.45;7137963.525;20062661.825;22795434.425;3217551.2062500017;8789306.587499995;5016289.331249999;6358586.675;27489132.85;106519504.87500007;56.0;1336.5
2014-02-25 18:00:00;5639739.8875;7306303.2625;20656733.125;23152293.875;3247496.3375000013;8718834.462499995;4938429.6812499985;6566284.1375;28157858.95;108383973.71875007;56.0;1337.5
2014-02-25 19:00:00;5323654.8953125;7065346.25625;19105375.6125;23632755.725;3077544.9859375013;7976076.753124995;4664067.467187499;6556495.68125;27716893.875;105118211.25156257;56.0;1338.5
2014-02-25 20:00:00;4951427.681542968;6632910.43125;17608759.17680664;23699976.725;2808223.557543947;7265609.303124996;4178117.5546874986;6365383.34375;26861282.35;100371690.12370613;56.1;1339.5
2014-02-25 21:00:00;4575710.37734375;6163669.171875;16120185.47680664;23566782.975;2538692.913085939;6789241.953124995;3733225.5753906234;6150980.63125;26270446.3;95908935.37387702;56.2;1340.5
2014-02-25 22:00:00;4186921.12421875;5842589.553125;14241429.07680664;23028558.975;2212955.956835939;5894656.978125001;3230772.6698242174;5956486.9125;25412685.575;90007056.82143562;56.3;1341.5
2014-02-25 23:00:00;3725170.17109375;5530917.853125;12207949.689306641;22167011.85;1852521.469335939;5091003.384375001;2731014.050683682;5668360.8125;23931926.425;82905875.70542009;56.4;1342.5
2014-02-26 00:00:00;3071321.88203125;4910977.41875;9905156.964306641;20578913.075;1484985.700585939;4098898.7593750013;2148559.0006836816;5180599.5;21960544.525;73339956.82573259;56.5;1343.5
2014-02-26 01:00:00;2346310.1734375;4256706.1390625;7808241.036181641;19304164.675;1128091.431835939;3146747.9093750017;1669347.1631836817;4763781.6625;20210394.55;64633784.74057634;56.6;1344.5
2014-02-26 02:00:00;2063116.3671875;3909605.9015625;6566587.648681641;18424811.375;791844.497094728;2229172.4343750016;1521132.4506836818;4588639.9375;18911084.25;59005994.86208513;56.7;1345.5
2014-02-26 03:00:00;1946775.0546875;4045506.0265625;6825294.44868164;18392359.025;625585.792797853;2066439.0218750015;1709964.3631836816;4632789.2;19141067.1;59385780.032788254;56.8;1346.5
2014-02-26 04:00:00;2263300.2421875;4482252.0265625;7515072.548681641;19344229.675;747034.374047853;3001543.4968750016;2064148.2131836817;4914082.95;20788646.85;65120310.376538254;56.9;1347.5
2014-02-26 05:00:00;2848214.259375;5201573.1078125;10963240.736181641;20665793.4;1136433.963110353;4387762.1937500015;2978187.2834961815;5438580.85625;23597344.225;77217130.02497575;57.0;1348.5
2014-02-26 06:00:00;3603204.3543945313;6173378.1078125;14253122.171875;22248906.275;1599298.7040039077;5631484.6937500015;3744688.5834961818;6036102.98125;26375329.9;89665515.7715822;57.0;1349.5
2014-02-26 07:00:00;4398652.95859375;7169627.0046875;17264320.721875;23904767.85;2073417.2859619155;6521581.718750002;4446163.212793057;6617457.69375;28727479.75;101123468.1964113;57.0;1350.5
2014-02-26 08:00:00;5071308.66171875;7874454.5484375;19849913.821875;25495983.6;2545684.5484619155;7675234.243749996;5143533.218359463;7078365.3625;30833933.425;111568411.4301027;57.0;1351.5
2014-02-26 09:00:00;5625645.93984375;8298703.6359375;21943482.409375;26756245.475;2928015.6547119156;8552478.512499996;5661062.0249999985;7481930.0625;32804757.575;120052321.28986824;57.0;1352.5
2014-02-26 10:00:00;6157095.91015625;8880412.7828125;23835205.534375;27868714.125;3343640.5390869156;9424555.724999996;6145451.549999999;7959233.175;34526648.325;128140957.66643074;57.0;1353.5
2014-02-26 11:00:00;6686085.86875;9512695.1125;25585766.8625;29095278.025;3738290.7828369155;10220730.787499996;6527136.924999999;8341789.55;35814992.9;135522766.81408697;57.0;1354.5
2014-02-26 12:00:00;7021815.33125;9887910.7875;27124288.5;29972346.225;4138961.1425781264;11220336.387499996;6691689.487499999;8513690.725;36788638.75;141359677.3363282;57.0;1355.5
2014-02-26 13:00:00;7143039.25625;9827636.8375;27498822.55;30157946.175;4362465.215625001;11757786.824999996;6663558.612499999;8433269.475;36596379.3;142440904.24687508;57.0;1356.5
2014-02-26 14:00:00;7059743.65625;9571184.0375;27415418.7;29537348.975;4270980.003125002;11569665.649999995;6572842.474999999;8250816.6875;35547015.6;139795015.78437507;57.0;1357.5
2014-02-26 15:00:00;6932528.55625;9321390.2125;26052872.7;29158924.425;4149612.0906250016;11171540.174999995;6101053.287499999;8033716.4125;34458092.55;135379730.40937507;57.0;1358.5
2014-02-26 16:00:00;6760114.54375;9090929.9125;25588272.35;28943596.275;4062371.5781250014;10879393.399999995;5915926.474999999;7936631.175;33878201.15;133055436.85937507;57.0;1359.5
2014-02-26 17:00:00;6546733.80625;8855059.4875;25093336.15;28688043.725;3953024.6343750013;10790904.949999996;5959392.912499999;7863716.325;33392680.65;131142892.64062507;57.0;1360.5
2014-02-26 18:00:00;6301122.60625;8547164.8;24305875.35;28244218.525;3749166.3875000016;10655985.737499995;5869919.199999998;7682733.325;32712671.65;128068857.58125007;57.0;1361.5
2014-02-26 19:00:00;5902744.6625;8135211.3875;22510895.040625;27341557.5;3434591.9437500015;9872644.195312496;5470259.198437499;7300529.44375;31196482.125;121164915.49687508;57.0;1362.5
2014-02-26 20:00:00;5401023.988256836;7688935.85;20652841.33730469;26523492.375;3018967.0593750016;9000566.982812496;4985869.6734374985;6972812.0;29977469.425;114221978.69118659;57.1;1363.5
