param;SFH_D_1_2zone_TAB;SFH_D_1_2zone_REF1;SFH_D_1_2zone_REF2;SFH_D_2_2zone_TAB;SFH_D_2_2zone_REF1;SFH_D_2_2zone_REF2;SFH_D_3_2zone_TAB;SFH_D_3_2zone_REF1;SFH_D_3_2zone_REF2;SFH_D_4_2zone_TAB;SFH_D_4_2zone_REF1;SFH_D_4_2zone_REF2;SFH_D_5_2zone_TAB;SFH_D_5_ins_TAB;SFH_SD_1_2zone_TAB;SFH_SD_1_2zone_REF1;SFH_SD_1_2zone_REF2;SFH_SD_2_2zone_TAB;SFH_SD_2_2zone_REF1;SFH_SD_2_2zone_REF2;SFH_SD_3_2zone_TAB;SFH_SD_3_2zone_REF1;SFH_SD_3_2zone_REF2;SFH_SD_4_2zone_TAB;SFH_SD_4_2zone_REF1;SFH_SD_4_2zone_REF2;SFH_SD_5_TAB;SFH_SD_5_Ins_TAB;SFH_T_1_2zone_TAB;SFH_T_1_2zone_REF1;SFH_T_1_2zone_REF2;SFH_T_2_2zone_TAB;SFH_T_2_2zone_REF1;SFH_T_2_2zone_REF2;SFH_T_3_2zone_TAB;SFH_T_3_2zone_REF1;SFH_T_3_2zone_REF2;SFH_T_4_2zone_TAB;SFH_T_4_2zone_REF1;SFH_T_4_2zone_REF2;SFH_T_5_TAB;SFH_T_5_ins_TAB
abs1ED;1.2871568318030953;0.6953605872959251;0.6953605872959251;1.3071845990341424;0.7061801856851114;0.7061801856851114;1.0905076474537307;0.6656345380561733;0.6656345380561733;0.9796190847767696;0.7803745251611555;0.7803745251611555;0.7170719264518605;0.7170719264518605;0.5026371391612677;0.27153960391470783;0.27153960391470783;0.48679994252113334;0.26298387699417547;0.26298387699417547;0.49812830634351496;0.30405234283305455;0.30405234283305455;0.3065097045646377;0.24416874770403346;0.24416874770403346;0.2764422315694892;0.2764422315694892;0.3324439498123061;0.17959615679515387;0.17959615679515387;0.2641890520072834;0.14272282119933696;0.14272282119933696;0.19523551352086024;0.11916972903221339;0.11916972903221339;0.16427950927549945;0.10027450566166848;0.10027450566166848;0.19677303383505082;0.19677303383505082
abs1ND;1.4947627724164978;0.8075155207307516;0.8075155207307516;1.2802323392602428;0.6916197694854185;0.6916197694854185;0.9871963966423247;0.6025744239245359;0.6025744239245359;0.8737143188549567;0.6960097116302197;0.6960097116302197;0.7894753054334076;0.7894753054334076;0.5164080196862341;0.27897904511785054;0.27897904511785054;0.4934684348844366;0.26658639585710936;0.26658639585710936;0.4856750986849271;0.2964510342622282;0.2964510342622282;0.3598157401410965;0.2866328777395175;0.2866328777395175;0.4517470613452629;0.4517470613452629;0.35348470612954064;0.19096300216193576;0.19096300216193576;0.23637967811177982;0.12769936633624887;0.12769936633624887;0.17664165509030214;0.10782023102914545;0.10782023102914545;0.15669737807816872;0.09564645155420687;0.09564645155420687;0.23567002889546787;0.23567002889546787
abs1SD;1.6885283169890068;0.9121934586032566;0.9121934586032566;1.7114684956426403;0.9245864286805067;0.9245864286805067;1.366004316284147;0.8337948424072066;0.8337948424072066;1.1473016308196402;0.9139521465851369;0.9139521465851369;0.9823189206054127;0.9823189206054127;0.5232934599487171;0.2826987657194219;0.2826987657194219;0.5601533585174685;0.3026115844864485;0.3026115844864485;0.5666209484657482;0.3458595399725995;0.3458595399725995;0.3997952668234405;0.31848097526613056;0.31848097526613056;0.46860329497754877;0.46860329497754877;0.3408602523391999;0.18414289494186661;0.18414289494186661;0.27114139548115923;0.14647868491510901;0.14647868491510901;0.18283960790048817;0.11160339703016811;0.11160339703016811;0.15417000101239178;0.09410376685171964;0.09410376685171964;0.2173655606317422;0.2173655606317422
abs1WD;1.2317952476395213;0.665452605046638;0.665452605046638;1.3071845990341424;0.7061801856851114;0.7061801856851114;1.1708608425292686;0.7146812934918914;0.7146812934918914;1.0060952762572228;0.8014657285438893;0.8014657285438893;0.5778346591796546;0.5778346591796546;0.5095225794237509;0.2752593245162792;0.2752593245162792;0.5001369272477397;0.2701889147200433;0.2701889147200433;0.46076868336775134;0.28124841712057547;0.28124841712057547;0.4486591327685277;0.35740642779865767;0.35740642779865767;0.35735215300446166;0.35735215300446166;0.2987787397047308;0.16140920420830285;0.16140920420830285;0.2641890520072834;0.14272282119933696;0.14272282119933696;0.20143346633104628;0.12295289503323603;0.12295289503323603;0.19966278819637626;0.12187209149648941;0.12187209149648941;0.18762079970318798;0.18762079970318798
abs2ED;2.5743136636061905;1.3907211745918502;1.3907211745918502;2.614369198068285;1.4123603713702229;1.4123603713702229;2.1810152949074615;1.3312690761123467;1.3312690761123467;1.9592381695535392;1.560749050322311;1.560749050322311;1.434143852903721;1.434143852903721;1.294401633397977;0.6992744456287922;0.6992744456287922;1.2243260655514516;0.6614175296657265;0.6614175296657265;1.2292708267831893;0.7503341410235052;0.7503341410235052;0.7563983679486168;0.6025546320946609;0.6025546320946609;0.6821984742317987;0.6821984742317987;1.6782335914059048;0.9066319401847991;0.9066319401847991;1.7886035316596858;0.966257080321899;0.966257080321899;1.3563915173974055;0.8279272898399748;0.8279272898399748;1.1259552452976598;0.6872713834933767;0.6872713834933767;1.2773077116085663;1.2773077116085663
abs2ND;2.9895255448329956;1.6150310414615032;1.6150310414615032;2.5604646785204856;1.383239538970837;1.383239538970837;1.9743927932846494;1.2051488478490717;1.2051488478490717;1.7474286377099133;1.3920194232604395;1.3920194232604395;1.5789506108668152;1.5789506108668152;1.3298646918472368;0.7184326496186222;0.7184326496186222;1.2410976554905127;0.6704780437707365;0.6704780437707365;1.1985390561136096;0.7315757874979175;0.7315757874979175;0.8879459102005502;0.707346742024167;0.707346742024167;1.1148121408178175;1.1148121408178175;1.7844509073176709;0.9640137085509256;0.9640137085509256;1.6003294756955082;0.8645458087090676;0.8645458087090676;1.227211372883367;0.7490770717599772;0.7490770717599772;1.0739880801300754;0.6555511657936823;0.6555511657936823;1.5297987708800271;1.5297987708800271
abs2SD;3.3770566339780137;1.8243869172065132;1.8243869172065132;3.4229369912852805;1.8491728573610133;1.8491728573610133;2.732008632568294;1.6675896848144132;1.6675896848144132;2.2946032616392804;1.8279042931702738;1.8279042931702738;1.9646378412108254;1.9646378412108254;1.3475962210718666;0.728011751613537;0.728011751613537;1.4088135548811223;0.7610831848208361;0.7610831848208361;1.3982955654658777;0.853505085414237;0.853505085414237;0.9866065668895002;0.7859408244712968;0.7859408244712968;1.1564096087587807;1.1564096087587807;1.720720517770611;0.9295846475312496;0.9295846475312496;1.83567204565073;0.9916848982251071;0.9916848982251071;1.2702714210547132;0.7753604777866431;0.7753604777866431;1.0566656917408808;0.6449777598937843;0.6449777598937843;1.4109794488699279;1.4109794488699279
abs2WD;2.4635904952790426;1.330905210093276;1.330905210093276;2.614369198068285;1.4123603713702229;1.4123603713702229;2.341721685058537;1.4293625869837827;1.4293625869837827;2.0121905525144457;1.6029314570877786;1.6029314570877786;1.1556693183593092;1.1556693183593092;1.3121331626226072;0.7088535476237071;0.7088535476237071;1.2578692454295737;0.6795385578757465;0.6795385578757465;1.1370755147744502;0.6940590804467422;0.6940590804467422;1.1071918139537724;0.8820002585733442;0.8820002585733442;0.8818663203484227;0.8818663203484227;1.508285885947079;0.8148211107989966;0.8148211107989966;1.7886035316596858;0.966257080321899;0.966257080321899;1.3994515655687516;0.8542106958666406;0.8542106958666406;1.3684686827463866;0.8352990660919503;0.8352990660919503;1.2178980506035166;1.2178980506035166
abs3ED;0.16884192734016434;0.09121345499985889;0.09121345499985889;0.21827317465037485;0.11791769205250135;0.11791769205250135;0.19520602687009836;0.11915173068694315;0.11915173068694315;0.18020597717755454;0.14355391402279769;0.14355391402279769;0.1270085906887368;0.1270085906887368;0.09340187489252953;0.05045848413734354;0.05045848413734354;0.1073546817273093;0.057996207369925716;0.057996207369925716;0.1084363564160026;0.06618842534483275;0.06618842534483275;0.07905931996972113;0.06297945828096428;0.06297945828096428;0.10611210711328886;0.10611210711328886;0.13435060559864304;0.07258021221995659;0.07258021221995659;0.11392794693936645;0.061547281679887614;0.061547281679887614;0.07827643335387047;0.047779121657557294;0.047779121657557294;0.07896433777237531;0.04819901136755376;0.04819901136755376;0.14064658249010706;0.14064658249010706
abs3ND;0.1960744962659973;0.10592530258048129;0.10592530258048129;0.21377269682253208;0.11548639943286215;0.11548639943286215;0.1767128243245101;0.10786367199028538;0.10786367199028538;0.16072424991511622;0.12803457196627901;0.12803457196627901;0.13983275906895878;0.13983275906895878;0.0959608303690372;0.05184090836028446;0.05184090836028446;0.10882529380576561;0.058790675964034284;0.058790675964034284;0.10572544750560255;0.06453371471121194;0.06453371471121194;0.09280876692097698;0.07393240754721894;0.07393240754721894;0.173402711624155;0.173402711624155;0.1428538084846331;0.07717389653767535;0.07717389653767535;0.1019355314720647;0.05506862045042576;0.05506862045042576;0.07082153493921614;0.043228729118742315;0.043228729118742315;0.07531982987518876;0.0459744416121282;0.0459744416121282;0.16844881391257008;0.16844881391257008
