;Time;QsolN;QsolE;QsolS;QsolW;Te;Tg
2014-01-01 00:00:00;900.0;7.1299895e-05;4.194674e-05;2.5375924e-05;5.4436132e-05;283.73672;283.15
2014-01-01 00:15:00;1800.0;7.152659e-05;4.4912817e-05;2.511942e-05;5.1416497e-05;283.71875;283.15
2014-01-01 00:30:00;2700.0;7.16104e-05;4.7909696e-05;2.5024558e-05;4.839976e-05;283.6914;283.15
2014-01-01 00:45:00;3600.0;7.155113e-05;5.0924788e-05;2.5091915e-05;4.5399072e-05;283.65;283.15
2014-01-01 01:00:00;4500.0;7.134892e-05;5.394502e-05;2.5321086e-05;4.2427106e-05;283.6;283.15
2014-01-01 01:15:00;5400.0;7.100422e-05;5.69569e-05;2.5710673e-05;3.9496008e-05;283.55;283.15
2014-01-01 01:30:00;6300.0;7.05179e-05;5.994666e-05;2.62584e-05;3.6617446e-05;283.5;283.15
2014-01-01 01:45:00;7200.0;6.989131e-05;6.290041e-05;2.6961205e-05;3.3802655e-05;283.45;283.15
2014-01-01 02:00:00;8100.0;6.912642e-05;6.580434e-05;2.7815357e-05;3.1062496e-05;283.39532;283.15
2014-01-01 02:15:00;9000.0;6.8225854e-05;6.864481e-05;2.881655e-05;2.8407481e-05;283.3375;283.15
2014-01-01 02:30:00;9900.0;6.7192916e-05;7.140849e-05;2.9959963e-05;2.5847814e-05;283.28595;283.15
2014-01-01 02:45:00;10800.0;6.6031665e-05;7.408247e-05;3.1240328e-05;2.3393366e-05;283.25;283.15
2014-01-01 03:00:00;11700.0;6.4746826e-05;7.665431e-05;3.2651922e-05;2.105364e-05;283.225;283.15
2014-01-01 03:15:00;12600.0;6.3343796e-05;7.91121e-05;3.418861e-05;1.8837753e-05;283.2;283.15
2014-01-01 03:30:00;13500.0;6.1828614e-05;8.144451e-05;3.584385e-05;1.6754384e-05;283.175;283.15
2014-01-01 03:45:00;14400.0;6.0207898e-05;8.364086e-05;3.761068e-05;1.4811736e-05;283.15;283.15
2014-01-01 04:00:00;15300.0;5.8488797e-05;8.569109e-05;3.948176e-05;1.3017481e-05;283.125;283.15
2014-01-01 04:15:00;16200.0;5.6678942e-05;8.7585875e-05;4.1449355e-05;1.1378746e-05;283.1;283.15
2014-01-01 04:30:00;17100.0;5.478641e-05;8.931662e-05;4.3505377e-05;9.902058e-06;283.075;283.15
2014-01-01 04:45:00;18000.0;5.2819654e-05;9.08755e-05;4.5641376e-05;8.593328e-06;283.05;283.15
2014-01-01 05:00:00;18900.0;5.0787465e-05;9.225551e-05;4.784858e-05;7.4578093e-06;283.02264;283.15
2014-01-01 05:15:00;19800.0;4.869891e-05;9.345046e-05;5.011792e-05;6.500097e-06;282.99374;283.15
2014-01-01 05:30:00;20700.0;4.656329e-05;9.445503e-05;5.2440046e-05;5.7240795e-06;282.96796;283.15
2014-01-01 05:45:00;21600.0;4.43901e-05;9.526477e-05;5.480537e-05;5.1329553e-06;282.95;283.15
2014-01-01 06:00:00;22500.0;4.218896e-05;9.587617e-05;5.720408e-05;4.729187e-06;282.94296;283.15
2014-01-01 06:15:00;23400.0;3.9969582e-05;9.628661e-05;5.962621e-05;4.514506e-06;282.94376;283.15
2014-01-01 06:30:00;24300.0;3.7741716e-05;9.6494405e-05;6.206164e-05;4.4899207e-06;282.94766;283.15
2014-01-01 06:45:00;25200.0;3.5515102e-05;9.6498814e-05;6.450016e-05;4.6556706e-06;282.95;283.15
2014-01-01 07:00:00;26100.0;3.3299446e-05;9.630001e-05;6.693149e-05;5.011265e-06;282.95;283.15
2014-01-01 07:15:00;27000.0;3.1104333e-05;9.589913e-05;6.934534e-05;5.555452e-06;282.95;283.15
2014-01-01 07:30:00;27900.0;0.684796;0.6848624;0.6848388;0.6847733;282.95;283.15
2014-01-01 07:45:00;28800.0;2.5373728;2.5374403;2.53742;2.537353;282.95;283.15
2014-01-01 08:00:00;29700.0;5.024558;9.788067;7.9115143;5.024542;282.97812;283.15
2014-01-01 08:15:00;30600.0;7.412124;29.330166;22.21788;7.412111;283.05;283.15
2014-01-01 08:30:00;31500.0;9.550187;61.06633;48.23085;9.550178;283.14688;283.15
2014-01-01 08:45:00;32400.0;12.650479;74.979614;64.59578;12.650473;283.25;283.15
2014-01-01 09:00:00;33300.0;16.83549;64.317055;60.74938;16.835487;283.35;283.15
2014-01-01 09:15:00;34200.0;20.528723;58.80182;59.850464;20.528725;283.45;283.15
2014-01-01 09:30:00;35100.0;23.8011;50.433674;54.265957;23.801104;283.55;283.15
2014-01-01 09:45:00;36000.0;26.842241;45.354603;50.505634;26.842249;283.65;283.15
2014-01-01 10:00:00;36900.0;29.70388;43.63784;49.71149;29.703892;283.75;283.15
2014-01-01 10:15:00;37800.0;32.421238;43.501236;50.42193;32.421253;283.85;283.15
2014-01-01 10:30:00;38700.0;34.89581;43.920288;51.645695;34.89583;283.95;283.15
2014-01-01 10:45:00;39600.0;36.984745;44.30086;52.70253;36.984768;284.05;283.15
2014-01-01 11:00:00;40500.0;38.649567;44.474976;53.39755;38.649593;284.15;283.15
2014-01-01 11:15:00;41400.0;39.850983;44.340195;53.58606;39.851013;284.25;283.15
2014-01-01 11:30:00;42300.0;40.396317;43.62435;52.785946;40.39635;284.35;283.15
2014-01-01 11:45:00;43200.0;40.188213;42.269127;50.82231;40.18825;284.45;283.15
2014-01-01 12:00:00;44100.0;39.33131;40.474583;48.00024;39.33135;284.53436;283.15
2014-01-01 12:15:00;45000.0;37.933132;38.390686;44.585266;37.933174;284.59167;283.15
2014-01-01 12:30:00;45900.0;36.223755;36.24957;41.03955;36.220493;284.6281;283.15
2014-01-01 12:45:00;46800.0;34.284115;34.284157;37.471478;34.464787;284.65;283.15
2014-01-01 13:00:00;47700.0;32.005947;32.00599;33.573116;32.193542;284.6617;283.15
2014-01-01 13:15:00;48600.0;29.242477;29.242514;29.28194;29.24975;284.66458;283.15
2014-01-01 13:30:00;49500.0;25.932129;25.932163;25.878504;25.918865;284.66016;283.15
2014-01-01 13:45:00;50400.0;22.50099;22.50102;22.501083;22.50105;284.65;283.15
2014-01-01 14:00:00;51300.0;19.019056;19.019083;19.019146;19.019117;284.64142;283.15
2014-01-01 14:15:00;52200.0;15.521036;15.52106;15.521125;15.5211;284.63126;283.15
2014-01-01 14:30:00;53100.0;11.3903;11.39032;11.390387;11.390366;284.60547;283.15
2014-01-01 14:45:00;54000.0;6.7567;6.7567163;6.7567844;6.756767;284.55;283.15
2014-01-01 15:00:00;54900.0;2.7608786;2.7608912;2.76096;2.7609468;284.475;283.15
2014-01-01 15:15:00;55800.0;0.50877035;0.50877935;0.508849;0.5088396;284.4;283.15
2014-01-01 15:30:00;56700.0;1.3465207e-05;1.8778039e-05;8.896347e-05;8.3422485e-05;284.325;283.15
2014-01-01 15:45:00;57600.0;1.5060286e-05;1.6686387e-05;8.717159e-05;8.547527e-05;284.25;283.15
2014-01-01 16:00:00;58500.0;1.675295e-05;1.4737758e-05;8.527438e-05;8.737676e-05;284.175;283.15
2014-01-01 16:15:00;59400.0;1.8536251e-05;1.2939945e-05;8.328024e-05;8.911824e-05;284.1;283.15
2014-01-01 16:30:00;60300.0;2.04028e-05;1.1300079e-05;8.1197955e-05;9.069171e-05;284.025;283.15
2014-01-01 16:45:00;61200.0;2.2344833e-05;9.824627e-06;7.903664e-05;9.2089875e-05;283.95;283.15
2014-01-01 17:00:00;62100.0;2.4354222e-05;8.5193715e-06;7.680573e-05;9.3306204e-05;283.875;283.15
2014-01-01 17:15:00;63000.0;2.6422502e-05;7.389386e-06;7.45149e-05;9.433499e-05;283.8;283.15
2014-01-01 17:30:00;63900.0;2.854093e-05;6.4390406e-06;7.2174065e-05;9.517136e-05;283.725;283.15
2014-01-01 17:45:00;64800.0;3.0700478e-05;5.6719546e-06;6.9793256e-05;9.581128e-05;283.65;283.15
2014-01-01 18:00:00;65700.0;3.2891905e-05;5.0910276e-06;6.738268e-05;9.625162e-05;283.575;283.15
2014-01-01 18:15:00;66600.0;3.5105775e-05;4.6984023e-06;6.4952575e-05;9.649015e-05;283.5;283.15
2014-01-01 18:30:00;67500.0;3.733252e-05;4.495487e-06;6.251325e-05;9.6525575e-05;283.425;283.15
2014-01-01 18:45:00;68400.0;3.9562452e-05;4.482925e-06;6.0074985e-05;9.635751e-05;283.35;283.15
2014-01-01 19:00:00;69300.0;4.1785832e-05;4.6606146e-06;5.764801e-05;9.5986514e-05;283.275;283.15
2014-01-01 19:15:00;70200.0;4.399291e-05;5.0277195e-06;5.5242464e-05;9.541409e-05;283.2;283.15
2014-01-01 19:30:00;71100.0;4.6173947e-05;5.582642e-06;5.2868363e-05;9.464267e-05;283.125;283.15
2014-01-01 19:45:00;72000.0;4.8319307e-05;6.3230655e-06;5.053555e-05;9.36756e-05;283.05;283.15
2014-01-01 20:00:00;72900.0;5.0419465e-05;7.245948e-06;4.8253667e-05;9.251713e-05;282.975;283.15
2014-01-01 20:15:00;73800.0;5.2465075e-05;8.347528e-06;4.6032113e-05;9.117242e-05;282.9;283.15
2014-01-01 20:30:00;74700.0;5.4447002e-05;9.623356e-06;4.388002e-05;8.9647474e-05;282.825;283.15
2014-01-01 20:45:00;75600.0;5.6356403e-05;1.1068303e-05;4.1806226e-05;8.794915e-05;282.75;283.15
2014-01-01 21:00:00;76500.0;5.8184745e-05;1.2676592e-05;3.981925e-05;8.6085114e-05;282.675;283.15
2014-01-01 21:15:00;77400.0;5.9923877e-05;1.4441815e-05;3.792726e-05;8.406382e-05;282.6;283.15
2014-01-01 21:30:00;78300.0;6.156607e-05;1.6356968e-05;3.6138073e-05;8.189445e-05;282.525;283.15
2014-01-01 21:45:00;79200.0;6.310406e-05;1.841447e-05;3.4459106e-05;7.958691e-05;282.45;283.15
2014-01-01 22:00:00;80100.0;6.453112e-05;2.0606225e-05;3.28974e-05;7.7151795e-05;282.375;283.15
2014-01-01 22:15:00;81000.0;6.58411e-05;2.2923647e-05;3.145958e-05;7.460029e-05;282.3;283.15
2014-01-01 22:30:00;81900.0;6.702846e-05;2.53577e-05;3.0151887e-05;7.19442e-05;282.225;283.15
2014-01-01 22:45:00;82800.0;6.8088324e-05;2.789895e-05;2.8980112e-05;6.9195885e-05;282.15;283.15
2014-01-01 23:00:00;83700.0;6.9016525e-05;3.0537587e-05;2.7949627e-05;6.6368164e-05;282.0664;283.15
2014-01-01 23:15:00;84600.0;6.980957e-05;3.3263477e-05;2.706534e-05;6.3474276e-05;281.96875;283.15
2014-01-01 23:30:00;85500.0;7.04647e-05;3.6066147e-05;2.6331665e-05;6.0527822e-05;281.86172;283.15
2014-01-01 23:45:00;86400.0;7.097983e-05;3.8934806e-05;2.5752453e-05;5.7542595e-05;281.75;283.15
2014-01-02 00:00:00;87300.0;7.135348e-05;4.1858286e-05;2.5330904e-05;5.4532487e-05;281.63046;283.15
2014-01-02 00:15:00;88200.0;7.158467e-05;4.4824992e-05;2.5069452e-05;5.151129e-05;281.50208;283.15
2014-01-02 00:30:00;89100.0;7.167287e-05;4.782286e-05;2.4969673e-05;4.849257e-05;281.37265;283.15
2014-01-02 00:45:00;90000.0;7.1617884e-05;5.083932e-05;2.5032175e-05;4.5489498e-05;281.25;283.15
2014-01-02 01:00:00;90900.0;7.1419825e-05;5.386129e-05;2.5256568e-05;4.251476e-05;281.13126;283.15
2014-01-02 01:15:00;91800.0;7.107914e-05;5.687529e-05;2.5641497e-05;3.9580533e-05;281.01666;283.15
2014-01-02 01:30:00;92700.0;7.0596696e-05;5.986756e-05;2.6184713e-05;3.669851e-05;280.91876;283.15
2014-01-02 01:45:00;93600.0;6.9973845e-05;6.282421e-05;2.688318e-05;3.387996e-05;280.85;283.15
2014-01-02 02:00:00;94500.0;6.9212525e-05;6.5731416e-05;2.7733187e-05;3.1135743e-05;280.8;283.15
2014-01-02 02:15:00;95400.0;6.831534e-05;6.8575515e-05;2.8730445e-05;2.8476416e-05;280.75;283.15
2014-01-02 02:30:00;96300.0;6.728561e-05;7.134319e-05;2.9870158e-05;2.5912192e-05;280.7;283.15
2014-01-02 02:45:00;97200.0;6.612735e-05;7.402149e-05;3.1147065e-05;2.3452958e-05;280.65;283.15
2014-01-02 03:00:00;98100.0;6.484528e-05;7.659796e-05;3.255545e-05;2.1108237e-05;280.6;283.15
2014-01-02 03:15:00;99000.0;6.344478e-05;7.906067e-05;3.40892e-05;1.888717e-05;280.55;283.15
2014-01-02 03:30:00;99900.0;6.1931874e-05;8.139828e-05;3.574177e-05;1.6798447e-05;280.5;283.15
2014-01-02 03:45:00;100800.0;6.0313174e-05;8.360004e-05;3.7506215e-05;1.4850291e-05;280.45;283.15
2014-01-02 04:00:00;101700.0;5.8595808e-05;8.565591e-05;3.93752e-05;1.3050401e-05;280.38437;283.15
2014-01-02 04:15:00;102600.0;5.678741e-05;8.7556524e-05;4.1341005e-05;1.1405926e-05;280.3;283.15
2014-01-02 04:30:00;103500.0;5.4896038e-05;8.9293244e-05;4.3395532e-05;9.923402e-06;280.21564;283.15
2014-01-02 04:45:00;104400.0;5.293015e-05;9.085824e-05;4.553035e-05;8.608771e-06;280.15;283.15
2014-01-02 05:00:00;105300.0;5.0898525e-05;9.2244445e-05;4.773669e-05;7.4673153e-06;280.11407;283.15
2014-01-02 05:15:00;106200.0;4.8810227e-05;9.3445655e-05;5.0005474e-05;6.50364e-06;280.09583;283.15
2014-01-02 05:30:00;107100.0;4.6674562e-05;9.4456525e-05;5.2327367e-05;5.721664e-06;280.07968;283.15
2014-01-02 05:45:00;108000.0;4.4501023e-05;9.527258e-05;5.469278e-05;5.124599e-06;280.05;283.15
2014-01-02 06:00:00;108900.0;4.2299234e-05;9.589028e-05;5.7091904e-05;4.714944e-06;280.0031;283.15
2014-01-02 06:15:00;109800.0;4.007891e-05;9.630696e-05;5.951477e-05;4.49445e-06;279.95;283.15
2014-01-02 06:30:00;110700.0;3.7849804e-05;9.652092e-05;6.195125e-05;4.4641383e-06;279.89688;283.15
2014-01-02 06:45:00;111600.0;3.562167e-05;9.653137e-05;6.439113e-05;4.624282e-06;279.85;283.15
2014-01-02 07:00:00;112500.0;3.340421e-05;9.633848e-05;6.6824134e-05;4.974405e-06;279.81094;283.15
2014-01-02 07:15:00;113400.0;3.120703e-05;9.594334e-05;6.923996e-05;5.513284e-06;279.77917;283.15
2014-01-02 07:30:00;114300.0;0.54391545;0.54398173;0.54395807;0.5438926;279.7578;283.15
2014-01-02 07:45:00;115200.0;2.0218112;2.021879;2.0218582;2.0217915;279.75;283.15
2014-01-02 08:00:00;116100.0;4.141846;5.524484;4.975538;4.14183;279.7578;283.15
2014-01-02 08:15:00;117000.0;6.2546926;18.227646;14.303209;6.254679;279.77917;283.15
2014-01-02 08:30:00;117900.0;8.226526;39.02141;31.240519;8.226517;279.81094;283.15
2014-01-02 08:45:00;118800.0;10.84926;47.401897;41.17347;10.849254;279.85;283.15
2014-01-02 09:00:00;119700.0;14.185321;40.29572;38.22545;14.185318;279.9;283.15
2014-01-02 09:15:00;120600.0;17.238884;37.230686;37.686718;17.238884;279.95834;283.15
2014-01-02 09:30:00;121500.0;20.06556;33.459244;35.3177;20.065563;280.0125;283.15
2014-01-02 09:45:00;122400.0;22.734383;31.802702;34.272976;22.73439;280.05;283.15
2014-01-02 10:00:00;123300.0;25.216276;31.853956;34.70238;25.216288;280.075;283.15
2014-01-02 10:15:00;124200.0;27.470724;32.548412;35.67945;27.470741;280.1;283.15
2014-01-02 10:30:00;125100.0;29.176733;32.926315;36.09987;29.176752;280.125;283.15
2014-01-02 10:45:00;126000.0;30.108736;32.612373;35.457188;30.108759;280.15;283.15
2014-01-02 11:00:00;126900.0;30.367737;31.837866;34.066406;30.367764;280.17734;283.15
2014-01-02 11:15:00;127800.0;30.058924;30.753687;32.169464;30.058954;280.20624;283.15
2014-01-02 11:30:00;128700.0;29.437546;29.590813;30.020735;29.43758;280.23203;283.15
2014-01-02 11:45:00;129600.0;28.55585;28.532131;28.435741;28.555885;280.25;283.15
2014-01-02 12:00:00;130500.0;27.401505;27.389048;27.308157;27.401546;280.25702;283.15
2014-01-02 12:15:00;131400.0;26.050146;26.050198;26.050241;26.05019;280.25626;283.15
2014-01-02 12:30:00;132300.0;24.630344;24.630392;24.630442;24.630392;280.25235;283.15
2014-01-02 12:45:00;133200.0;23.172173;23.172218;23.17227;23.172222;280.25;283.15
2014-01-02 13:00:00;134100.0;21.568554;21.568596;21.56865;21.568607;280.25;283.15
2014-01-02 13:15:00;135000.0;19.7135;19.713535;19.713593;19.713554;280.25;283.15
2014-01-02 13:30:00;135900.0;17.615547;17.615582;17.61564;17.615604;280.25;283.15
2014-01-02 13:45:00;136800.0;15.393791;15.393823;15.393884;15.393851;280.25;283.15
2014-01-02 14:00:00;137700.0;13.108679;13.108706;13.108769;13.108741;280.24374;283.15
2014-01-02 14:15:00;138600.0;10.820243;10.820267;10.820332;10.820307;280.225;283.15
2014-01-02 14:30:00;139500.0;8.259593;8.259613;8.25968;8.259659;280.19376;283.15
2014-01-02 14:45:00;140400.0;5.4478555;5.4478717;5.44794;5.447922;280.15;283.15
2014-01-02 15:00:00;141300.0;2.8742075;2.8742204;2.874289;2.8742757;280.1;283.15
2014-01-02 15:15:00;142200.0;1.0183873;1.0183964;1.018466;1.0184565;280.05;283.15
2014-01-02 15:30:00;143100.0;0.10712024;0.10712562;0.10719578;0.10719017;280.0;283.15
2014-01-02 15:45:00;144000.0;1.5040703e-05;1.6728776e-05;8.720144e-05;8.544049e-05;279.95;283.15
2014-01-02 16:00:00;144900.0;1.6731654e-05;1.4774625e-05;8.530608e-05;8.734777e-05;279.9;283.15
2014-01-02 16:15:00;145800.0;1.851351e-05;1.2971159e-05;8.331348e-05;8.909521e-05;279.85;283.15
2014-01-02 16:30:00;146700.0;2.0378904e-05;1.1325537e-05;8.123243e-05;9.067475e-05;279.8;283.15
2014-01-02 16:45:00;147600.0;2.2320066e-05;9.84424e-06;7.9072015e-05;9.207909e-05;279.75;283.15
2014-01-02 17:00:00;148500.0;2.4328876e-05;8.533083e-06;7.6841694e-05;9.330168e-05;279.7;283.15
2014-01-02 17:15:00;149400.0;2.6396883e-05;7.3971714e-06;7.455113e-05;9.433676e-05;279.65;283.15
2014-01-02 17:30:00;150300.0;2.8515336e-05;6.4408814e-06;7.221023e-05;9.517945e-05;279.6;283.15
2014-01-02 17:45:00;151200.0;3.067521e-05;5.667869e-06;6.9829046e-05;9.582567e-05;279.55;283.15
2014-01-02 18:00:00;152100.0;3.2867276e-05;5.081056e-06;6.741777e-05;9.627227e-05;279.5;283.15
2014-01-02 18:15:00;153000.0;3.508209e-05;4.68261e-06;6.498666e-05;9.6517e-05;279.45;283.15
2014-01-02 18:30:00;153900.0;3.731007e-05;4.47395e-06;6.254602e-05;9.6558506e-05;279.4;283.15
2014-01-02 18:45:00;154800.0;3.9541537e-05;4.45576e-06;6.010614e-05;9.639641e-05;279.35;283.15
2014-01-02 19:00:00;155700.0;4.176675e-05;4.6279565e-06;5.7677258e-05;9.603123e-05;279.3133;283.15
2014-01-02 19:15:00;156600.0;4.3975942e-05;4.9897135e-06;5.5269527e-05;9.546444e-05;279.29376;283.15
2014-01-02 19:30:00;157500.0;4.615938e-05;5.539474e-06;5.2892974e-05;9.469845e-05;279.27734;283.15
2014-01-02 19:45:00;158400.0;4.8307404e-05;6.274924e-06;5.0557443e-05;9.373657e-05;279.25;283.15
2014-01-02 20:00:00;159300.0;5.041049e-05;7.1930517e-06;4.82726e-05;9.258304e-05;279.20938;283.15
2014-01-02 20:15:00;160200.0;5.245927e-05;8.29011e-06;4.6047844e-05;9.124299e-05;279.1625;283.15
2014-01-02 20:30:00;161100.0;5.4444605e-05;9.561671e-06;4.3892338e-05;8.972241e-05;279.10938;283.15
2014-01-02 20:45:00;162000.0;5.635763e-05;1.1002623e-05;4.1814925e-05;8.802813e-05;279.05;283.15
2014-01-02 21:00:00;162900.0;5.8189806e-05;1.2607208e-05;3.982414e-05;8.61678e-05;278.98254;283.15
2014-01-02 21:15:00;163800.0;5.993295e-05;1.4369023e-05;3.7928166e-05;8.4149855e-05;278.90765;283.15
2014-01-02 21:30:00;164700.0;6.1579325e-05;1.6281083e-05;3.613483e-05;8.198347e-05;278.82892;283.15
2014-01-02 21:45:00;165600.0;6.3121646e-05;1.8335826e-05;3.4451576e-05;7.967853e-05;278.75;283.15
2014-01-02 22:00:00;166500.0;6.455317e-05;2.052516e-05;3.288545e-05;7.724561e-05;278.655;283.15
2014-01-02 22:15:00;167400.0;6.5867716e-05;2.284051e-05;3.1443116e-05;7.4695905e-05;278.5411;283.15
2014-01-02 22:30:00;168300.0;6.705972e-05;2.5272842e-05;3.0130794e-05;7.20412e-05;278.43167;283.15
2014-01-02 22:45:00;169200.0;6.812429e-05;2.781273e-05;2.8954313e-05;6.9293834e-05;278.35;283.15
2014-01-02 23:00:00;170100.0;6.905721e-05;3.0450365e-05;2.7919052e-05;6.646662e-05;278.37875;283.15
2014-01-02 23:15:00;171000.0;6.9854985e-05;3.317561e-05;2.7029933e-05;6.3572814e-05;278.52;283.15
2014-01-02 23:30:00;171900.0;7.051483e-05;3.5978002e-05;2.629139e-05;6.062599e-05;278.67624;283.15
2014-01-02 23:45:00;172800.0;7.103461e-05;3.8846734e-05;2.5707277e-05;5.7639943e-05;278.75;283.15
2014-01-03 00:00:00;173700.0;7.1412825e-05;4.1770643e-05;2.5280815e-05;5.4628574e-05;278.75;283.15
2014-01-03 00:15:00;174600.0;7.164849e-05;4.473814e-05;2.501446e-05;5.160568e-05;278.75;283.15
2014-01-03 00:30:00;175500.0;7.1741044e-05;4.7737154e-05;2.490981e-05;4.8584836e-05;278.75;283.15
2014-01-03 00:45:00;176400.0;7.169029e-05;5.075512e-05;2.49675e-05;4.5579236e-05;278.75;283.15
2014-01-03 01:00:00;177300.0;7.149633e-05;5.377897e-05;2.518717e-05;4.260159e-05;278.75;283.15
2014-01-03 01:15:00;178200.0;7.115961e-05;5.679523e-05;2.55675e-05;3.9664104e-05;278.75;283.15
2014-01-03 01:30:00;179100.0;7.068097e-05;5.9790138e-05;2.6106269e-05;3.6778503e-05;278.75;283.15
2014-01-03 01:45:00;180000.0;7.006177e-05;6.27498e-05;2.680046e-05;3.3956057e-05;278.75;283.15
2014-01-03 02:00:00;180900.0;6.9303926e-05;6.566039e-05;2.7646394e-05;3.120768e-05;278.72968;283.15
2014-01-03 02:15:00;181800.0;6.8410045e-05;6.8508234e-05;2.86398e-05;2.8543931e-05;278.6875;283.15
2014-01-03 02:30:00;182700.0;6.7383415e-05;7.1279996e-05;2.9775892e-05;2.5975045e-05;278.65155;283.15
2014-01-03 02:45:00;183600.0;6.622804e-05;7.396271e-05;3.104942e-05;2.351093e-05;278.65;283.15
2014-01-03 03:00:00;184500.0;6.4948625e-05;7.6543896e-05;3.2454693e-05;2.116113e-05;278.675;283.15
2014-01-03 03:15:00;185400.0;6.355055e-05;7.901161e-05;3.3985598e-05;1.8934805e-05;278.7;283.15
2014-01-03 03:30:00;186300.0;6.2039806e-05;8.135446e-05;3.56356e-05;1.6840662e-05;278.725;283.15
2014-01-03 03:45:00;187200.0;6.0422997e-05;8.356171e-05;3.739776e-05;1.4886944e-05;278.75;283.15
2014-01-03 04:00:00;188100.0;5.870725e-05;8.5623265e-05;3.9264756e-05;1.3081371e-05;278.775;283.15
2014-01-03 04:15:00;189000.0;5.690018e-05;8.752974e-05;4.1228872e-05;1.1431108e-05;278.8;283.15
2014-01-03 04:30:00;189900.0;5.500985e-05;8.927247e-05;4.328202e-05;9.942727e-06;278.825;283.15
2014-01-03 04:45:00;190800.0;5.30447e-05;9.0843576e-05;4.5415763e-05;8.622181e-06;278.85;283.15
2014-01-03 05:00:00;191700.0;5.101351e-05;9.2236e-05;4.7621346e-05;7.474773e-06;278.86172;283.15
2014-01-03 05:15:00;192600.0;4.8925347e-05;9.344348e-05;4.98897e-05;6.505139e-06;278.85626;283.15
2014-01-03 05:30:00;193500.0;4.6789515e-05;9.446064e-05;5.221147e-05;5.7172147e-06;278.84766;283.15
2014-01-03 05:45:00;194400.0;4.4615503e-05;9.5283e-05;5.4577085e-05;5.114238e-06;278.85;283.15
2014-01-03 06:00:00;195300.0;4.2412943e-05;9.5906944e-05;5.6976736e-05;4.6987225e-06;278.8689;283.15
2014-01-03 06:15:00;196200.0;4.0191553e-05;9.632982e-05;5.9400445e-05;4.4724547e-06;278.89624;283.15
2014-01-03 06:30:00;197100.0;3.7961094e-05;9.654989e-05;6.183809e-05;4.436475e-06;278.92548;283.15
2014-01-03 06:45:00;198000.0;3.5731326e-05;9.6566335e-05;6.427945e-05;4.591071e-06;278.95;283.15
2014-01-03 07:00:00;198900.0;3.3511962e-05;9.6379285e-05;6.671423e-05;4.9357986e-06;278.95187;283.15
2014-01-03 07:15:00;199800.0;3.1312607e-05;9.59898e-05;6.913213e-05;5.469443e-06;278.935;283.15
2014-01-03 07:30:00;200700.0;0.6428704;0.64293665;0.6429128;0.6428475;278.92563;283.15
2014-01-03 07:45:00;201600.0;2.3356051;2.3356729;2.335652;2.3355854;278.95;283.15
2014-01-03 08:00:00;202500.0;4.5805664;7.481716;6.3206964;4.5805497;279.01718;283.15
2014-01-03 08:15:00;203400.0;6.6523848;21.67652;16.701624;6.6523714;279.1125;283.15
2014-01-03 08:30:00;204300.0;8.583578;44.256573;35.115265;8.583568;279.22656;283.15
2014-01-03 08:45:00;205200.0;11.373474;53.699554;46.323566;11.373467;279.35;283.15
2014-01-03 09:00:00;206100.0;14.952439;46.015636;43.42155;14.952436;279.475;283.15
2014-01-03 09:15:00;207000.0;18.098969;41.950275;42.38328;18.098969;279.6;283.15
2014-01-03 09:30:00;207900.0;20.859667;36.399693;38.475094;20.85967;279.725;283.15
2014-01-03 09:45:00;208800.0;23.26921;33.21465;35.86514;23.269218;279.85;283.15
2014-01-03 10:00:00;209700.0;25.097391;31.465822;34.155308;25.097403;279.975;283.15
2014-01-03 10:15:00;210600.0;26.0889;29.774242;32.017124;26.088915;280.1;283.15
2014-01-03 10:30:00;211500.0;26.01774;27.591356;28.907942;26.01776;280.225;283.15
2014-01-03 10:45:00;212400.0;25.221436;25.340893;25.475138;25.221458;280.35;283.15
2014-01-03 11:00:00;213300.0;24.07282;24.045227;24.003761;24.072847;280.4625;283.15
2014-01-03 11:15:00;214200.0;23.416744;23.416805;23.416836;23.416775;280.55;283.15
2014-01-03 11:30:00;215100.0;23.364717;23.364777;23.36481;23.364752;280.6125;283.15
2014-01-03 11:45:00;216000.0;23.443527;23.443583;23.44362;23.443563;280.65;283.15
2014-01-03 12:00:00;216900.0;23.505234;23.505287;23.50533;23.505276;280.675;283.15
2014-01-03 12:15:00;217800.0;23.402489;23.40254;23.402584;23.402533;280.7;283.15
2014-01-03 12:30:00;218700.0;23.105822;23.10587;23.105919;23.10587;280.725;283.15
2014-01-03 12:45:00;219600.0;22.625551;22.625597;22.625647;22.6256;280.75;283.15
2014-01-03 13:00:00;220500.0;21.87456;21.874601;21.874655;21.874613;280.775;283.15
2014-01-03 13:15:00;221400.0;20.766201;20.76624;20.766294;20.766254;280.8;283.15
2014-01-03 13:30:00;222300.0;19.158785;19.15882;19.158878;19.158842;280.825;283.15
2014-01-03 13:45:00;223200.0;17.097208;17.09724;17.097301;17.09727;280.85;283.15
2014-01-03 14:00:00;224100.0;14.774613;14.774641;14.774704;14.774675;280.85782;283.15
2014-01-03 14:15:00;225000.0;12.382746;12.38277;12.382834;12.38281;280.8375;283.15
2014-01-03 14:30:00;225900.0;9.438184;9.438204;9.438271;9.43825;280.79843;283.15
2014-01-03 14:45:00;226800.0;5.952452;5.952469;5.9525366;5.952519;280.75;283.15
2014-01-03 15:00:00;227700.0;2.8461323;2.8461452;2.8462138;2.8462005;280.6828;283.15
